dataset,window_id,label,step_length,symmetry,loading_rate,pronation_angle
physionet,1,1,1.333491325378418,-0.16853292286396027,0.7732999920845032,
physionet,2,1,1.4091755151748657,-0.23939011991024017,0.5700000524520874,
physionet,3,0,0.9894511103630066,0.14243677258491516,0.04399996995925903,
physionet,4,0,0.9698352813720703,0.08214801549911499,0.050000011920928955,
physionet,5,0,0.9524181485176086,-0.08504681289196014,0.04000002145767212,
physionet,6,0,0.9276480078697205,-0.0882018655538559,0.06599998474121094,
physionet,7,0,0.9244582056999207,0.26655900478363037,0.046999990940093994,
physionet,8,0,0.9268947839736938,0.19599317014217377,0.07700002193450928,
physionet,9,0,0.9206441044807434,0.17996712028980255,0.042999982833862305,
physionet,10,0,0.9280340671539307,-0.33603277802467346,0.07999998331069946,
physionet,11,0,1.1289238929748535,-0.018072085455060005,0.06700003147125244,
physionet,12,0,1.1398096084594727,-0.5036043524742126,0.046000003814697266,
physionet,13,0,1.1484547853469849,-0.19494786858558655,0.05000007152557373,
physionet,14,0,1.155341386795044,-0.09391007572412491,0.040000081062316895,
physionet,15,0,1.1636719703674316,-0.23804359138011932,0.04700005054473877,
physionet,16,0,1.162280797958374,-0.2521955668926239,0.057000041007995605,
physionet,17,0,1.1491998434066772,-0.17327864468097687,0.04700005054473877,
physionet,18,1,1.2522704601287842,0.004868433345109224,0.4865999221801758,
physionet,19,1,1.2455049753189087,-0.04413187503814697,0.3766999840736389,
physionet,20,0,1.032331109046936,0.1930428296327591,0.0899999737739563,
physionet,21,0,1.043533444404602,-0.20322851836681366,0.046000003814697266,
physionet,22,0,1.038053035736084,-0.11162929981946945,0.039999961853027344,
physionet,23,0,1.040376901626587,-0.17541536688804626,0.039999961853027344,
physionet,24,0,1.031753420829773,0.02476063184440136,0.039999961853027344,
physionet,25,0,1.0285722017288208,-0.10300834476947784,0.042999982833862305,
physionet,26,0,1.0217117071151733,-0.13205492496490479,0.06999999284744263,
physionet,27,0,1.0137372016906738,-0.20286327600479126,0.046999990940093994,
physionet,28,0,0.9502114653587341,0.06459391117095947,0.1600000262260437,
physionet,29,0,0.9491112232208252,0.0799550861120224,0.09299999475479126,
physionet,30,0,0.9533068537712097,0.1637822538614273,0.04000002145767212,
physionet,31,0,0.947626531124115,-0.17737559974193573,0.03299999237060547,
physionet,32,0,0.956642746925354,0.2451624572277069,0.0559999942779541,
physionet,33,0,0.964000940322876,-0.031949110329151154,0.06300002336502075,
physionet,34,0,0.9667791724205017,0.288608193397522,0.04300004243850708,
physionet,35,0,0.9637195467948914,-0.008040747605264187,0.06599998474121094,
physionet,36,0,1.1317182779312134,-0.2647987902164459,0.05299997329711914,
physionet,37,0,1.1302006244659424,-0.21203356981277466,0.05000007152557373,
physionet,38,0,1.1254554986953735,0.04507168382406235,0.10600006580352783,
physionet,39,0,1.1038708686828613,-0.05366705730557442,0.046000003814697266,
physionet,40,0,1.1037133932113647,0.20940455794334412,0.06700003147125244,
physionet,41,0,1.1074397563934326,0.20339396595954895,0.04999995231628418,
physionet,42,0,1.110941767692566,0.15382863581180573,0.039999961853027344,
physionet,43,1,1.14005446434021,0.14478915929794312,0.15330004692077637,
physionet,44,1,1.1396878957748413,-0.09564338624477386,0.14660000801086426,
physionet,45,0,1.0427663326263428,-0.047671839594841,0.0700000524520874,
physionet,46,0,1.0440024137496948,0.20947061479091644,0.05000007152557373,
physionet,47,0,1.043229579925537,-0.0725141316652298,0.03299999237060547,
physionet,48,0,1.042466402053833,-0.035075221210718155,0.21999996900558472,
physionet,49,0,1.0465717315673828,-0.14006133377552032,0.057000041007995605,
physionet,50,0,1.0407570600509644,0.03151313215494156,0.08700001239776611,
physionet,51,0,1.038413643836975,0.09104302525520325,0.08399999141693115,
physionet,52,0,1.0397144556045532,0.20131011307239532,0.04700005054473877,
physionet,53,0,1.0269227027893066,0.23085102438926697,0.05400007963180542,
physionet,54,0,1.028700590133667,-0.08495111018419266,0.0700000524520874,
physionet,55,0,1.0232044458389282,-0.2757123112678528,0.06000000238418579,
physionet,56,0,1.0456386804580688,0.18753494322299957,0.0559999942779541,
physionet,57,0,1.0481799840927124,0.2643033564090729,0.05000007152557373,
physionet,58,0,1.0477521419525146,0.24426431953907013,0.05000007152557373,
physionet,59,0,1.0525338649749756,0.13576284050941467,0.06599998474121094,
physionet,60,0,1.0609161853790283,0.14668677747249603,0.09700000286102295,
physionet,61,1,1.0704097747802734,-0.06017012521624565,0.4467000365257263,
physionet,62,1,1.0550365447998047,-0.1518728882074356,0.2099999189376831,
physionet,63,0,1.0384197235107422,-0.13044330477714539,0.046000003814697266,
physionet,64,0,1.035163402557373,-0.30067673325538635,0.0700000524520874,
physionet,65,0,1.0365020036697388,-0.03178603947162628,0.042999982833862305,
physionet,66,0,1.0332374572753906,-0.009850741364061832,0.042999982833862305,
physionet,67,0,1.026354432106018,0.008800407871603966,0.04999995231628418,
physionet,68,0,1.0252799987792969,0.014135774224996567,0.042999982833862305,
physionet,69,0,1.019991159439087,-0.09381777048110962,0.04000002145767212,
physionet,70,0,1.030290126800537,0.0036866371519863605,0.03699994087219238,
physionet,71,0,1.1684322357177734,0.04643392935395241,0.11699998378753662,
physionet,72,0,1.1880849599838257,0.027246851474046707,0.22400003671646118,
physionet,73,0,1.166825532913208,-0.021725986152887344,0.11399996280670166,
physionet,74,0,1.1678484678268433,-0.21192869544029236,0.2229999303817749,
physionet,75,0,1.171213984489441,0.05431314557790756,0.1940000057220459,
physionet,76,0,1.1614824533462524,-0.048642415553331375,1.1130000352859497,
physionet,77,0,1.15679931640625,-0.19491775333881378,0.096000075340271,
physionet,78,1,0.9683765769004822,0.10274504870176315,0.35329997539520264,
physionet,79,1,0.9682033061981201,-0.1404239535331726,0.3766000270843506,
physionet,80,0,1.143786072731018,0.061610523611307144,0.06300008296966553,
physionet,81,0,1.1882165670394897,-0.0756368562579155,0.07700002193450928,
physionet,82,0,1.189711093902588,-0.4621986746788025,0.06700003147125244,
physionet,83,0,1.1954121589660645,-0.27801749110221863,0.059999942779541016,
physionet,84,0,1.1813536882400513,-0.15134014189243317,0.057000041007995605,
physionet,85,0,1.1848384141921997,-0.23312444984912872,0.060000061988830566,
physionet,86,0,1.203883409500122,-0.23882731795310974,0.06400001049041748,
